epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
182,1115.75,1.16419,0.42527,0.00158,0.95873,0.93333,0.95801,0.43775,1.83406,0.75051,0.00327,0.000712942,0.000712942,0.000712942
183,1120.14,1.23992,0.45098,0.00163,0.9768,0.89762,0.96128,0.4191,1.88904,0.74747,0.00338,0.000710116,0.000710116,0.000710116
184,1124.74,1.18954,0.40855,0.00161,0.93972,0.92063,0.96563,0.44332,1.81914,0.65183,0.00326,0.000707281,0.000707281,0.000707281
185,1130.41,1.17519,0.42835,0.00166,0.9414,0.92161,0.96858,0.42337,1.85963,0.6743,0.00334,0.000704439,0.000704439,0.000704439
186,1136.58,1.19821,0.40505,0.00167,0.93739,0.92529,0.97115,0.39452,1.99629,0.6995,0.00356,0.000701588,0.000701588,0.000701588
187,1141.62,1.23405,0.40671,0.0017,0.93138,0.93776,0.97224,0.43522,1.85591,0.65979,0.0033,0.00069873,0.00069873,0.00069873
188,1146.08,1.13451,0.405,0.00163,0.9623,0.93,0.97173,0.43921,1.83597,0.64453,0.00327,0.000695864,0.000695864,0.000695864
189,1150.75,1.20668,0.39941,0.00165,0.9137,0.944,0.97388,0.41482,1.92806,0.65732,0.00346,0.000692991,0.000692991,0.000692991
190,1156.33,1.24259,0.41009,0.00172,0.93256,0.94166,0.97611,0.42667,1.90734,0.68148,0.0034,0.00069011,0.00069011,0.00069011
191,1160.83,1.17369,0.38456,0.00161,0.94969,0.93786,0.97742,0.45187,1.86399,0.64687,0.00331,0.000687222,0.000687222,0.000687222
192,1167.31,1.16622,0.42975,0.0016,0.96586,0.91854,0.97596,0.43782,1.90486,0.59308,0.00343,0.000684326,0.000684326,0.000684326
193,1172.07,1.22237,0.42112,0.00165,0.96305,0.86437,0.95185,0.4201,1.90437,0.68845,0.0034,0.000681424,0.000681424,0.000681424
194,1177.28,1.18113,0.43752,0.00156,0.96377,0.91032,0.94853,0.42944,1.88356,0.65695,0.00341,0.000678514,0.000678514,0.000678514
195,1181.83,1.18059,0.4241,0.00169,0.89051,0.92063,0.9409,0.41798,1.91726,0.66159,0.00347,0.000675598,0.000675598,0.000675598
196,1186.55,1.19913,0.42676,0.00162,0.89286,0.89284,0.93952,0.39969,2.05719,0.71716,0.00365,0.000672675,0.000672675,0.000672675
197,1190.96,1.21034,0.41297,0.00156,0.8946,0.90794,0.94675,0.41377,2.00149,0.7194,0.00355,0.000669746,0.000669746,0.000669746
198,1195.51,1.14699,0.41556,0.0016,0.97094,0.91626,0.95278,0.44137,1.91013,0.64423,0.00339,0.00066681,0.00066681,0.00066681
199,1200.07,1.20373,0.41274,0.00163,0.91796,0.91726,0.94175,0.42748,1.9029,0.66428,0.00341,0.000663867,0.000663867,0.000663867
200,1204.54,1.16038,0.38512,0.00165,0.9334,0.93794,0.95711,0.43434,1.92044,0.59993,0.00347,0.000660918,0.000660918,0.000660918
201,1208.91,1.22296,0.42625,0.00162,0.90945,0.94365,0.94525,0.43237,1.89582,0.58707,0.00343,0.000657963,0.000657963,0.000657963
202,1213.61,1.20424,0.3886,0.00169,0.90952,0.93803,0.94484,0.42133,1.84615,0.58117,0.00331,0.000655002,0.000655002,0.000655002
203,1218.03,1.22394,0.41014,0.00169,0.98038,0.94762,0.9792,0.42915,1.87372,0.58551,0.00341,0.000652036,0.000652036,0.000652036
204,1222.75,1.18936,0.38532,0.00164,0.95692,0.92766,0.95017,0.40464,1.98257,0.62763,0.00358,0.000649063,0.000649063,0.000649063
205,1227.16,1.18735,0.38838,0.00168,0.98798,0.92301,0.97011,0.42379,1.94924,0.64635,0.00342,0.000646085,0.000646085,0.000646085
206,1231.64,1.16129,0.36735,0.0016,0.96535,0.94286,0.97647,0.4542,1.89954,0.57509,0.00337,0.000643101,0.000643101,0.000643101
207,1236.08,1.11265,0.36692,0.00154,0.98832,0.90034,0.97125,0.46102,1.89258,0.52561,0.00341,0.000640111,0.000640111,0.000640111
208,1240.73,1.17116,0.42066,0.0015,0.93679,0.94286,0.97938,0.466,1.85752,0.58407,0.00331,0.000637116,0.000637116,0.000637116
209,1245.69,1.16918,0.39062,0.00153,0.96208,0.97696,0.98392,0.45914,1.84932,0.56753,0.00331,0.000634117,0.000634117,0.000634117
210,1252.32,1.0813,0.35242,0.00156,0.96804,0.95476,0.97785,0.44886,1.9163,0.57886,0.00344,0.000631112,0.000631112,0.000631112
211,1257.39,1.11709,0.36312,0.00152,0.95934,0.9298,0.95544,0.42346,1.93676,0.61659,0.00344,0.000628101,0.000628101,0.000628101
212,1261.74,1.13814,0.39076,0.00153,0.97328,0.91984,0.97536,0.42848,1.94403,0.59727,0.00346,0.000625087,0.000625087,0.000625087
213,1266.46,1.13083,0.37517,0.00161,0.96471,0.89966,0.96717,0.41402,1.95056,0.65178,0.00348,0.000622067,0.000622067,0.000622067
214,1271.08,1.10572,0.35939,0.00153,0.96483,0.92143,0.9579,0.42662,1.89877,0.68893,0.0034,0.000619043,0.000619043,0.000619043
215,1275.78,1.08979,0.37456,0.00145,0.95225,0.94444,0.954,0.42884,1.86381,0.72445,0.00333,0.000616014,0.000616014,0.000616014
216,1280.87,1.09493,0.37792,0.0016,0.98004,0.90942,0.94438,0.40281,1.91089,0.76293,0.00341,0.000612981,0.000612981,0.000612981
217,1285.78,1.1367,0.38135,0.0017,0.97868,0.93862,0.95905,0.43998,1.85942,0.68843,0.00333,0.000609944,0.000609944,0.000609944
218,1290.4,1.11972,0.35104,0.00155,0.97713,0.93333,0.97436,0.4389,1.83587,0.62899,0.0033,0.000606902,0.000606902,0.000606902
219,1295.13,1.11481,0.35551,0.00154,0.96351,0.94444,0.97497,0.42555,1.87209,0.61291,0.00341,0.000603856,0.000603856,0.000603856
220,1299.52,1.11124,0.38397,0.00154,0.96173,0.9719,0.97544,0.42436,1.8775,0.61144,0.00341,0.000600807,0.000600807,0.000600807
221,1304.12,1.11639,0.37523,0.00149,0.94184,0.9285,0.97302,0.43544,1.90514,0.6264,0.00341,0.000597754,0.000597754,0.000597754
222,1308.35,1.10125,0.36306,0.00143,0.92397,0.918,0.96745,0.41584,1.9855,0.63616,0.00353,0.000594697,0.000594697,0.000594697
223,1312.67,1.08604,0.37511,0.00153,0.97177,0.9412,0.97344,0.42644,1.95418,0.61742,0.0035,0.000591636,0.000591636,0.000591636
224,1317.06,1.17346,0.39636,0.00158,0.99006,0.9425,0.97613,0.44124,1.88703,0.57904,0.00342,0.000588573,0.000588573,0.000588573
225,1321.49,1.07755,0.34703,0.00149,0.98451,0.94797,0.97836,0.44495,1.86598,0.57504,0.00336,0.000585505,0.000585505,0.000585505
226,1326.11,1.07473,0.3518,0.00151,0.97496,0.97637,0.98211,0.43334,1.89928,0.55521,0.00338,0.000582435,0.000582435,0.000582435
227,1330.41,1.08966,0.34914,0.00148,0.94328,0.98621,0.97926,0.43442,1.89651,0.55759,0.00338,0.000579362,0.000579362,0.000579362
228,1334.71,1.10981,0.35016,0.00147,0.9452,0.97778,0.97948,0.43783,1.84586,0.54333,0.00333,0.000576285,0.000576285,0.000576285
229,1339.15,1.07683,0.38508,0.00144,0.92217,0.96016,0.97802,0.44832,1.86292,0.57904,0.00332,0.000573206,0.000573206,0.000573206
230,1343.29,1.04797,0.38697,0.00141,0.93781,0.95799,0.95896,0.44317,1.89192,0.60276,0.00339,0.000570124,0.000570124,0.000570124
231,1348.61,1.04216,0.33865,0.00143,0.92325,0.96201,0.95727,0.43422,1.93398,0.62805,0.00342,0.00056704,0.00056704,0.00056704
232,1354.59,1.04627,0.34324,0.00148,0.9262,0.92143,0.94991,0.42315,1.93997,0.69099,0.00345,0.000563953,0.000563953,0.000563953
233,1359.12,1.07166,0.36689,0.00141,0.95115,0.93189,0.9758,0.42104,1.92556,0.69563,0.00344,0.000560864,0.000560864,0.000560864
234,1364.96,1.0188,0.34374,0.00134,0.9453,0.95171,0.97563,0.42839,1.90297,0.67216,0.0034,0.000557773,0.000557773,0.000557773
235,1370.73,1.06338,0.34361,0.00142,0.95389,0.94094,0.9738,0.42332,1.91557,0.65191,0.00345,0.000554679,0.000554679,0.000554679
236,1375.31,1.04209,0.35579,0.00142,0.95379,0.94474,0.97474,0.42748,1.91704,0.64508,0.00342,0.000551584,0.000551584,0.000551584
237,1379.65,1.08194,0.38766,0.00147,0.96296,0.92468,0.97547,0.44115,1.87341,0.62749,0.00333,0.000548486,0.000548486,0.000548486
238,1384.33,1.05378,0.37199,0.00148,0.96562,0.95166,0.97707,0.42399,1.92189,0.63025,0.00339,0.000545387,0.000545387,0.000545387
239,1388.67,1.07538,0.34344,0.00151,0.9391,0.94816,0.97906,0.43381,1.89353,0.62619,0.00336,0.000542287,0.000542287,0.000542287
240,1393.04,1.02762,0.33649,0.00139,0.98381,0.93831,0.97845,0.47665,1.80905,0.56196,0.00323,0.000539185,0.000539185,0.000539185
241,1397.58,1.00388,0.31527,0.00135,0.9828,0.93254,0.97921,0.44708,1.89687,0.6021,0.00339,0.000536081,0.000536081,0.000536081
242,1401.94,1.00838,0.32444,0.00137,0.96233,0.95556,0.97827,0.42431,1.96256,0.62897,0.00352,0.000532977,0.000532977,0.000532977
243,1406.77,1.03665,0.35878,0.00133,0.96295,0.97778,0.97716,0.43014,1.91245,0.62519,0.00343,0.000529871,0.000529871,0.000529871
244,1411.22,1.05145,0.35396,0.00143,0.9526,0.95476,0.97462,0.42082,1.9065,0.6064,0.00343,0.000526764,0.000526764,0.000526764
245,1417.35,1.02806,0.346,0.00142,0.96763,0.95397,0.97542,0.42921,1.88873,0.60622,0.00338,0.000523657,0.000523657,0.000523657
246,1423.55,1.01283,0.34078,0.00135,0.96935,0.95302,0.97735,0.43097,1.85011,0.6349,0.00329,0.000520548,0.000520548,0.000520548
247,1429.91,1.02433,0.33477,0.00138,0.92762,0.97778,0.97655,0.44859,1.80384,0.61078,0.00319,0.000517439,0.000517439,0.000517439
248,1434.63,1.06975,0.35229,0.00146,0.95645,0.95556,0.97624,0.45511,1.81813,0.58933,0.0032,0.00051433,0.00051433,0.00051433
249,1439.13,1.03883,0.35432,0.0013,0.95427,0.96067,0.9781,0.42955,1.84968,0.60853,0.00327,0.00051122,0.00051122,0.00051122
250,1443.77,1.03723,0.33264,0.00146,0.90245,0.94698,0.97163,0.42621,1.86836,0.63663,0.00331,0.00050811,0.00050811,0.00050811
251,1448.92,1.01933,0.33799,0.00132,0.96024,0.95556,0.97725,0.43685,1.85339,0.61135,0.00328,0.000505,0.000505,0.000505
252,1453.49,1.047,0.33756,0.00146,0.947,0.93254,0.97257,0.43282,1.87428,0.64306,0.00336,0.00050189,0.00050189,0.00050189
253,1457.88,1.01623,0.32541,0.00134,0.94285,0.9465,0.96779,0.4272,1.87694,0.6679,0.00338,0.00049878,0.00049878,0.00049878
254,1464.98,1.021,0.33155,0.00131,0.95411,0.92981,0.95044,0.4297,1.83946,0.6256,0.00331,0.00049567,0.00049567,0.00049567
255,1470.38,1.02266,0.33489,0.00137,0.96133,0.94365,0.95205,0.43273,1.82796,0.60605,0.00327,0.000492561,0.000492561,0.000492561
256,1474.65,0.94464,0.30322,0.00133,0.92943,0.93759,0.95062,0.42384,1.88159,0.60145,0.00336,0.000489452,0.000489452,0.000489452
257,1480.09,1.01322,0.32818,0.00135,0.94007,0.94737,0.95013,0.41751,1.93413,0.61159,0.00347,0.000486343,0.000486343,0.000486343
258,1486.44,1.08664,0.38181,0.00141,0.95069,0.95166,0.96957,0.41495,1.96823,0.61769,0.00354,0.000483236,0.000483236,0.000483236
259,1493.61,0.95731,0.2954,0.0013,0.95548,0.95555,0.97633,0.42311,1.94642,0.60822,0.00352,0.000480129,0.000480129,0.000480129
